"","EMTP","EMSECSM","WAPRSM3","WASCSM3","RACETHM","EMST_TOGA","SEX_2023","DGRDG","HDADV","HDCAR","HDCHG","HDEM","HDGRD","HDINT","HDOT","HDSKL","NDGMENG","NDGMEMG","HDCRN21C","EDDAD","EDMOM","N2DGRMED","FACADV","FACBEN","FACCHAL","FACIND","FACLOC","FACRESP","FACSAL","FACSEC","FACSOC","N3OCPRNG","N2OCPRMG","Years_To_First_Job","AGE","WKSWK","HRSWK","SALARY"
"3058","10","3","1","4","1","87","M","3","N","N","N","N","N","Y","N","Y","33","3","15","5","2","338780","2","1","1","2","3","2","1","1","4","33","3","5",28,52,50,175000
"3059","03","1","1","7","1","91","M","3","N","Y","N","N","N","N","N","Y","33","3","15","5","3","338780","2","2","1","1","2","1","2","1","1","33","3","5",27,52,40,60000
"3060","03","1","1","1","1","87","M","2","L","L","L","L","L","L","L","L","12","1","L","2","2","128420","2","1","3","1","1","2","2","1","1","11","1","9",35,52,20,24000
"3061","05","1","1","1","5","97","F","1","L","L","L","L","L","L","L","L","22","2","21","5","5","226420","2","1","2","1","1","2","1","1","2","57","5","0",27,52,30,34000
"3062","04","1","6","2","1","93","F","4","L","L","L","L","L","L","L","L","61","6","25","4","4","617860","2","1","3","2","1","2","1","1","3","61","6","5",29,52,50,65000
"3063","10","3","4","1","1","87","M","2","L","L","L","L","L","L","L","L","55","5","15","4","4","557330","3","2","3","3","2","3","2","1","4","11","1","3",30,52,40,97000
"3064","17","2","1","3","4","93","F","3","L","L","L","L","L","L","L","L","22","2","16","3","4","226350","1","1","1","2","1","2","1","1","1","62","6","8",34,52,40,83000
"3065","17","2","1","3","5","92","F","2","L","L","L","L","L","L","L","L","43","4","18","6","4","438950","2","1","2","1","1","2","2","1","2","43","4","7",32,52,40,106000
"3066","10","3","6","3","5","92","M","1","L","L","L","L","L","L","L","L","53","5","15","3","3","537260","2","1","1","2","2","3","1","1","2","53","5","5",33,52,40,123000
"3067","05","1","1","7","1","92","M","2","L","L","L","L","L","L","L","L","54","5","15","5","4","547280","1","1","1","1","3","1","1","1","1","54","5","10",31,52,40,28800
"3068","12","3","6","3","5","92","F","2","Y","Y","N","Y","N","N","N","N","61","6","25","5","3","617890","1","4","1","1","1","1","2","2","1","61","6","3",27,26,10,36000
"3069","10","3","6","7","4","92","F","4","L","L","L","L","L","L","L","L","76","7","15","4","3","768100","1","1","1","1","1","1","1","1","1","78","7","10",34,52,45,110000
"3070","10","3","4","7","1","93","F","2","L","L","L","L","L","L","L","L","11","1","15","2","1","116760","1","1","1","2","3","2","1","1","1","11","1","9",34,52,40,200000
"3071","10","3","4","5","5","93","F","3","Y","Y","N","N","N","N","N","Y","31","3","15","4","5","318730","2","1","1","1","1","3","1","3","1","31","3","7",27,52,40,120000
"3072","10","3","3","3","5","87","F","1","L","L","L","L","L","L","L","L","71","7","15","2","2","716590","2","1","2","1","1","2","2","2","2","78","7","4",31,52,40,95599
"3073","10","3","5","6","4","93","M","2","L","L","L","L","L","L","L","L","56","5","15","6","6","567350","2","1","2","2","1","2","1","2","2","56","5","8",31,52,50,160000
"3074","10","3","1","3","5","93","F","3","Y","Y","N","Y","N","N","N","Y","22","2","15","5","5","226370","2","1","1","1","2","2","1","2","2","21","2","7",31,52,40,120000
"3075","10","3","5","4","5","91","M","2","Y","N","N","N","N","N","N","Y","56","5","15","4","4","567350","1","2","1","1","2","1","1","2","1","51","5","0",27,52,45,106589
"3076","10","3","4","3","1","93","M","1","L","L","L","L","L","L","L","L","11","1","15","3","2","116730","3","1","3","3","2","3","1","1","3","64","6","0",28,52,40,95000
"3077","01","1","6","2","4","93","F","2","Y","Y","Y","Y","Y","N","N","Y","73","7","16","1","2","739100","1","1","2","2","1","2","1","1","1","75","7","6",33,52,40,75000
"3078","11","3","6","1","4","93","F","1","L","L","L","L","L","L","L","L","43","4","17","2","1","438940","1","1","1","1","1","1","1","1","1","75","7","5",29,52,45,71000
"3079","10","3","1","6","1","93","M","1","L","L","L","L","L","L","L","L","51","5","16","3","3","517210","1","1","1","1","1","1","1","1","1","56","5","3",30,52,40,97000
"3080","10","3","1","1","5","93","F","3","Y","Y","N","Y","N","N","N","Y","22","2","15","7","4","226340","2","2","1","1","2","2","1","1","1","22","2","7",31,52,40,91000
"3081","05","1","1","4","5","93","M","3","L","L","L","L","L","L","L","L","54","5","L","5","4","547280","1","2","1","1","1","3","2","1","2","54","5","7",35,52,40,145000
"3082","01","1","2","6","5","93","F","2","L","L","L","L","L","L","L","L","72","7","17","2","3","727130","2","1","2","2","2","2","1","1","1","73","7","6",30,40,50,52000
"3083","10","3","5","1","5","93","M","1","L","L","L","L","L","L","L","L","63","6","18","3","4","637540","1","1","1","1","2","1","1","1","2","56","5","4",28,52,40,98000
"3084","05","1","1","1","5","92","M","2","L","L","L","L","L","L","L","L","11","1","18","1","1","116730","1","2","1","1","1","1","2","1","1","11","1","6",34,52,19,50000
"3085","10","3","1","5","5","91","M","2","L","L","L","L","L","L","L","L","32","3","16","2","3","328740","1","2","1","1","3","1","1","1","1","32","3","10",32,52,40,80000
"3086","10","3","5","3","1","93","F","3","L","L","L","L","L","L","L","L","57","5","15","5","4","577300","1","1","2","1","1","2","1","1","2","64","6","7",30,52,40,110000
"3087","10","3","3","6","1","93","M","2","L","L","L","L","L","L","L","L","23","2","15","2","2","236800","2","2","2","1","1","2","2","2","2","22","2","4",28,52,8,18314
"3088","03","1","1","6","1","93","F","2","Y","N","N","N","Y","Y","N","Y","22","2","15","4","3","226420","1","1","1","1","2","1","1","1","1","22","2","0",30,52,40,50000
"3089","10","3","3","3","4","93","F","1","L","L","L","L","L","L","L","L","12","1","16","4","2","128450","2","1","2","2","1","2","1","1","4","72","7","5",30,52,45,99300
"3090","01","1","6","6","4","93","F","1","L","L","L","L","L","L","L","L","45","4","15","1","1","457710","2","1","2","2","1","2","1","1","2","61","6","4",30,48,35,104000
"3091","13","3","1","1","5","93","M","3","L","L","L","L","L","L","L","L","11","1","15","7","5","116730","1","1","1","1","2","1","1","2","2","11","1","6",31,52,60,218000
"3092","05","1","1","5","4","93","F","1","L","L","L","L","L","L","L","L","32","3","19","5","4","328740","1","1","1","1","1","1","1","1","1","32","3","1",31,42,40,25000
"3093","01","1","2","6","3","93","F","2","L","L","L","L","L","L","L","L","44","4","16","4","5","449210","1","2","1","1","2","2","2","1","1","73","7","7",29,40,45,50000
"3094","10","3","1","3","4","93","M","2","L","L","L","L","L","L","L","L","76","7","15","1","3","766900","1","2","1","2","1","1","1","1","1","22","2","10",33,52,40,105000
"3095","13","3","3","3","7","93","M","1","L","L","L","L","L","L","L","L","11","1","18","3","2","116730","1","2","2","1","2","2","2","2","1","71","7","0",33,52,50,120000
"3096","04","1","6","7","4","93","M","1","L","L","L","L","L","L","L","L","61","6","16","2","3","617870","2","1","2","2","1","2","1","1","2","61","6","0",34,52,36,105000
"3097","10","3","3","6","1","93","M","2","L","L","L","L","L","L","L","L","57","5","15","1","1","577300","1","1","1","1","1","1","1","1","1","64","6","9",34,52,40,120000
"3098","10","3","3","7","1","93","F","2","L","L","L","L","L","L","L","L","57","5","15","4","4","577300","1","2","1","2","1","2","2","1","1","72","7","10",33,52,16,26400
"3099","10","3","3","3","5","93","M","3","Y","Y","N","N","N","N","N","Y","31","3","15","6","7","318730","1","1","1","1","1","1","1","1","2","76","7","6",28,52,50,110000
"3100","10","3","4","5","1","93","M","1","L","L","L","L","L","L","L","L","54","5","16","3","1","547280","3","1","4","3","1","3","1","2","4","54","5","3",32,52,40,160000
"3101","10","3","1","3","1","93","M","2","L","L","L","L","L","L","L","L","57","5","15","1","1","577410","1","1","1","1","1","2","1","1","4","64","6","7",30,52,45,161700
"3102","13","3","5","4","1","93","F","2","L","L","L","L","L","L","L","L","57","5","15","3","3","577410","1","2","1","3","2","1","2","1","4","11","1","7",31,52,40,300000
"3103","13","3","4","6","1","93","M","2","L","L","L","L","L","L","L","L","54","5","15","4","4","547280","2","2","2","2","2","2","2","2","2","11","1","3",34,52,40,200000
"3104","10","3","1","4","1","93","F","2","L","L","L","L","L","L","L","L","61","6","15","7","2","617900","1","1","2","1","1","2","1","1","2","22","2","4",33,52,40,87000
"3105","03","1","2","1","5","97","F","3","L","L","L","L","L","L","L","L","75","7","15","7","5","759260","1","1","1","1","2","2","1","1","1","74","7","9",33,52,50,91000
"3106","03","1","1","2","5","85","M","3","L","L","L","L","L","L","L","L","12","1","15","5","5","128420","2","2","1","2","1","2","2","2","2","18","1","9",34,52,40,67579
"3107","10","3","3","1","5","93","M","2","L","L","L","L","L","L","L","L","51","5","18","5","4","517210","1","1","1","1","1","1","1","1","3","51","5","10",33,52,50,175000
"3108","10","3","3","3","4","93","M","1","L","L","L","L","L","L","L","L","53","5","16","2","1","537260","2","1","2","2","2","2","1","1","3","53","5","1",32,52,42,100200
"3109","01","1","3","3","4","93","M","2","L","L","L","L","L","L","L","L","72","7","16","2","1","727110","2","1","2","2","2","2","1","1","1","71","7","6",30,52,50,98000
"3110","10","3","3","1","1","93","M","1","L","L","L","L","L","L","L","L","56","5","16","1","1","567350","3","1","2","2","1","3","1","1","2","54","5","5",34,52,40,125000
"3111","10","3","4","1","5","93","M","1","L","L","L","L","L","L","L","L","54","5","L","3","4","547270","2","1","1","1","3","2","1","2","1","11","1","5",34,52,40,290000
"3112","10","3","3","6","5","91","M","2","Y","N","Y","N","N","Y","N","Y","71","7","15","4","4","716530","1","1","2","2","2","2","1","2","2","57","5","8",33,52,50,204200
"3113","03","1","2","3","7","93","M","3","Y","Y","N","Y","N","N","N","N","12","1","15","2","2","128420","2","2","1","1","1","2","2","1","1","18","1","7",30,40,30,54000
"3114","10","3","5","3","5","93","M","1","L","L","L","L","L","L","L","L","53","5","18","4","4","537260","1","1","1","2","1","2","1","1","1","53","5","0",28,52,40,100000
"3115","10","3","6","3","4","93","F","1","L","L","L","L","L","L","L","L","75","7","15","3","3","757720","1","1","1","1","1","1","1","1","1","61","6","5",28,52,32,60000
"3116","10","3","4","5","1","93","M","2","L","L","L","L","L","L","L","L","11","1","15","7","7","116730","1","2","1","3","1","3","1","2","1","11","1","0",32,52,40,221000
"3117","10","3","4","1","1","93","F","2","L","L","L","L","L","L","L","L","11","1","15","2","2","116730","1","1","1","2","2","2","1","1","2","11","1","7",34,52,40,148000
"3118","10","3","1","6","1","93","F","1","L","L","L","L","L","L","L","L","44","4","15","5","5","449210","2","2","2","2","2","4","1","1","3","77","7","5",31,52,40,101138
"3119","03","1","1","2","1","97","F","1","L","L","L","L","L","L","L","L","41","4","15","5","5","419230","1","1","1","1","2","2","1","3","3","48","4","2",27,48,60,60000
"3120","10","3","1","4","1","93","F","1","L","L","L","L","L","L","L","L","22","2","15","7","7","226370","2","1","2","2","3","2","2","2","2","57","5","4",31,52,50,175000
"3121","05","1","1","1","1","93","M","1","L","L","L","L","L","L","L","L","22","2","15","5","4","226320","3","1","3","3","1","3","2","2","3","22","2","3",31,52,60,40000
"3122","10","3","4","7","1","93","M","2","L","L","L","L","L","L","L","L","11","1","15","4","4","116730","1","1","1","1","1","1","1","1","1","11","1","3",30,52,40,210000
"3123","14","2","3","1","4","93","F","2","L","L","L","L","L","L","L","L","43","4","16","2","2","438930","1","1","1","1","2","2","1","1","2","72","7","9",32,52,25,81000
"3124","10","3","6","4","5","97","M","1","L","L","L","L","L","L","L","L","56","5","18","5","5","567350","2","1","2","1","1","2","1","2","3","64","6","2",32,52,40,120000
"3125","10","3","4","5","4","93","M","1","L","L","L","L","L","L","L","L","54","5","18","3","2","547280","2","2","2","2","1","2","1","1","2","54","5","0",28,52,42,140000
"3126","14","2","3","3","5","93","F","2","L","L","L","L","L","L","L","L","76","7","18","2","4","769010","2","1","1","2","2","1","1","2","1","75","7","10",34,52,40,76000
"3127","10","3","1","1","4","93","M","3","Y","Y","N","N","N","Y","N","Y","22","2","15","5","4","226340","1","1","1","2","2","2","1","1","1","64","6","9",32,52,40,110000
"3128","10","3","4","1","1","92","M","3","Y","Y","N","N","N","Y","N","Y","11","1","15","3","3","116730","1","2","1","2","1","1","2","2","2","11","1","8",29,52,40,200000
"3129","10","3","1","1","4","92","M","1","L","L","L","L","L","L","L","L","22","2","15","2","2","226310","2","1","1","1","3","2","1","2","1","22","2","5",30,52,40,110000
"3130","10","3","5","1","5","92","F","2","L","L","L","L","L","L","L","L","51","5","15","4","3","517210","2","2","1","2","1","2","2","1","1","51","5","2",30,52,40,155000
"3131","10","3","6","5","5","92","F","1","L","L","L","L","L","L","L","L","53","5","15","5","4","537260","1","1","1","1","2","1","1","1","2","53","5","0",29,52,40,93500
"3132","10","3","1","1","3","85","M","2","L","L","L","L","L","L","L","L","71","7","18","5","4","716530","2","2","2","2","1","2","2","1","2","64","6","5",27,52,40,95000
"3133","10","3","3","3","5","85","M","1","L","L","L","L","L","L","L","L","63","6","17","6","5","636750","2","2","1","1","1","2","1","1","3","72","7","1",27,52,40,58000
"3134","10","3","6","2","3","85","F","2","L","L","L","L","L","L","L","L","73","7","18","3","4","739100","1","2","1","1","2","2","1","1","1","75","7","0",28,52,40,24000
"3135","10","3","3","1","5","85","M","2","L","L","L","L","L","L","L","L","54","5","16","4","4","547280","2","1","2","1","1","2","1","1","1","54","5","7",29,52,48,125000
"3136","13","3","4","1","5","98","M","2","L","L","L","L","L","L","L","L","73","7","15","3","4","738620","2","2","1","1","1","1","3","3","1","11","1","5",34,52,40,145000
"3137","10","3","6","1","4","98","M","2","L","L","L","L","L","L","L","L","53","5","15","5","5","537260","2","1","1","1","2","2","1","1","1","53","5","10",34,52,46,96000
"3138","03","1","2","6","5","98","F","2","L","L","L","L","L","L","L","L","61","6","M","3","4","617870","2","1","1","1","2","1","2","1","2","61","6","7",31,40,40,65000
"3139","10","3","6","5","1","98","F","2","L","L","L","L","L","L","L","L","71","7","L","4","5","716540","2","1","3","1","1","1","1","1","3","12","1","2",35,52,40,90000
"3140","13","3","2","1","4","98","M","2","L","L","L","L","L","L","L","L","43","4","15","6","2","438970","2","1","2","2","2","2","1","1","2","61","6","8",31,52,25,60000
"3141","11","3","3","2","5","98","F","2","L","L","L","L","L","L","L","L","23","2","17","4","4","236800","1","1","2","1","1","1","1","1","1","71","7","6",30,52,55,185000
"3142","10","3","1","5","5","92","M","2","L","L","L","L","L","L","L","L","56","5","L","6","4","567350","2","2","2","2","2","2","1","2","2","56","5","7",35,52,41,125000
"3143","01","1","2","1","5","98","F","1","L","L","L","L","L","L","L","L","12","1","18","3","3","128420","2","2","1","2","2","2","2","1","1","63","6","1",26,36,37,48000
"3144","17","2","3","1","5","98","F","2","L","L","L","L","L","L","L","L","61","6","15","3","3","617900","1","1","2","1","2","2","2","1","1","45","4","6",35,52,40,104000
"3145","10","3","1","3","4","98","M","1","L","L","L","L","L","L","L","L","54","5","M","3","3","547280","1","1","1","1","1","2","1","1","2","54","5","1",32,52,50,100300
"3146","11","3","6","4","5","98","M","1","L","L","L","L","L","L","L","L","11","1","19","2","4","116710","2","1","1","1","2","1","1","1","3","77","7","5",33,52,40,50000
"3147","14","2","1","1","5","98","F","2","L","L","L","L","L","L","L","L","64","6","15","7","4","646100","2","1","2","1","1","1","1","1","2","12","1","6",35,52,37,65622
"3148","14","2","6","6","5","87","M","2","L","L","L","L","L","L","L","L","45","4","16","7","6","459240","1","1","1","3","1","2","2","1","1","11","1","10",32,52,38,91000
"3149","10","3","4","1","5","98","M","1","L","L","L","L","L","L","L","L","11","1","18","3","3","116730","3","1","3","3","1","3","1","1","2","11","1","0",33,52,40,94000
"3150","17","2","4","3","7","97","M","1","L","L","L","L","L","L","L","L","11","1","19","2","3","116730","1","1","1","1","1","1","1","1","1","11","1","4",33,52,40,99000
"3151","15","2","3","3","1","93","M","2","L","L","L","L","L","L","L","L","61","6","15","5","1","617900","1","1","1","2","1","3","1","1","2","21","2","4",33,52,40,78000
"3152","03","1","6","3","5","87","F","3","L","L","L","L","L","L","L","L","43","4","16","4","2","438910","1","2","2","1","2","1","1","1","2","62","6","7",31,52,40,82000
"3153","03","1","1","1","4","97","M","2","Y","Y","N","N","Y","Y","N","Y","56","5","15","3","5","567350","1","1","1","2","1","1","1","1","2","56","5","1",31,52,45,33600
"3154","10","3","6","7","4","87","F","2","L","L","L","L","L","L","L","L","43","4","26","1","2","438940","1","1","1","1","1","1","1","1","1","75","7","9",31,52,40,55000
"3155","10","3","1","3","4","97","F","2","L","L","L","L","L","L","L","L","23","2","15","2","2","236800","3","1","1","2","2","3","1","2","1","77","7","3",27,52,45,115000
"3156","10","3","1","6","1","87","M","1","L","L","L","L","L","L","L","L","56","5","15","7","7","567350","4","2","2","4","2","3","2","2","2","56","5","1",29,52,40,93000
"3157","10","3","4","3","7","93","M","1","L","L","L","L","L","L","L","L","11","1","15","6","6","116730","3","1","2","1","1","2","1","1","2","11","1","0",33,52,40,215000
"3158","03","1","1","3","5","87","F","3","Y","Y","N","N","N","N","N","N","72","7","15","5","4","727130","1","2","1","2","1","2","1","2","2","78","7","10",31,52,40,114000
"3159","10","3","3","7","1","93","F","1","L","L","L","L","L","L","L","L","44","4","16","5","5","449290","2","1","2","1","1","3","1","1","4","78","7","3",27,52,40,52000
"3160","11","3","6","6","4","87","F","1","L","L","L","L","L","L","L","L","75","7","17","2","2","757720","3","1","1","1","1","1","1","1","1","61","6","1",28,52,20,25000
"3161","12","3","6","7","5","98","F","2","L","L","L","L","L","L","L","L","22","2","16","4","5","226380","1","1","1","1","1","1","1","1","1","61","6","4",29,52,35,70000
"3162","11","3","1","1","4","90","F","3","Y","Y","N","N","N","Y","N","Y","57","5","16","4","4","577340","1","1","1","2","1","2","1","1","2","22","2","8",32,52,40,65000
"3163","03","1","1","1","5","98","F","2","L","L","L","L","L","L","L","L","22","2","18","3","3","226360","1","1","1","1","2","1","1","2","1","22","2","4",31,52,50,28000
"3164","04","1","2","3","4","87","M","4","L","L","L","L","L","L","L","L","61","6","20","3","2","617890","1","1","2","1","1","2","1","1","2","61","6","6",31,52,40,84000
"3165","14","2","6","1","5","87","M","2","L","L","L","L","L","L","L","L","64","6","16","3","4","646100","2","2","2","2","2","2","2","1","2","45","4","7",31,52,40,70000
"3166","10","3","4","7","1","93","F","2","L","L","L","L","L","L","L","L","54","5","15","3","5","547270","1","2","1","2","2","1","1","1","1","12","1","4",29,52,40,230000
"3167","10","3","3","3","5","87","M","2","L","L","L","L","L","L","L","L","43","4","17","6","6","438910","2","1","2","1","2","2","1","1","3","62","6","4",32,52,45,57000
"3168","10","3","5","3","4","87","M","2","L","L","L","L","L","L","L","L","56","5","15","5","2","567350","2","1","1","2","1","2","1","2","2","56","5","9",35,52,45,114000
"3169","11","3","4","1","1","93","M","2","L","L","L","L","L","L","L","L","22","2","15","8","8","226320","1","1","1","1","1","1","1","1","1","64","6","4",30,52,40,65484
"3170","10","3","1","4","5","87","M","2","Y","N","N","N","N","Y","N","Y","55","5","17","4","5","557330","2","1","2","1","2","2","1","2","2","54","5","3",28,52,40,90560
"3171","15","2","1","3","5","87","F","1","L","L","L","L","L","L","L","L","23","2","16","4","4","236810","2","2","2","1","1","2","2","1","2","78","7","1",27,52,40,70000
"3172","10","3","5","3","5","88","M","1","L","L","L","L","L","L","L","L","55","5","15","2","3","557330","1","1","3","2","1","3","1","1","4","62","6","5",28,52,50,122325
"3173","13","3","6","1","5","88","F","2","Y","Y","N","N","N","Y","N","Y","43","4","17","3","2","438920","1","2","1","1","1","1","1","1","1","75","7","9",32,52,18,40000
"3174","03","1","1","1","1","93","M","2","L","L","L","L","L","L","L","L","64","6","15","4","5","646100","1","1","1","2","2","2","1","1","1","78","7","5",31,52,20,30000
"3175","01","1","2","3","5","88","M","1","L","L","L","L","L","L","L","L","62","6","18","4","3","627060","2","1","1","1","1","1","2","1","1","63","6","0",32,40,55,40000
"3176","10","3","5","1","5","88","M","2","L","L","L","L","L","L","L","L","56","5","15","4","3","567350","2","1","2","2","2","3","2","2","2","56","5","1",30,52,44,91000
"3177","17","2","3","3","5","88","M","2","L","L","L","L","L","L","L","L","56","5","16","4","4","567350","1","1","1","1","1","1","1","1","1","56","5","9",31,52,40,119000
"3178","11","3","3","5","1","88","F","1","L","L","L","L","L","L","L","L","44","4","M","5","3","449290","1","1","1","1","2","1","1","2","1","61","6","5",27,52,40,53000
"3179","10","3","6","3","5","88","M","1","L","L","L","L","L","L","L","L","22","2","18","4","3","226320","1","1","1","1","2","1","1","1","1","22","2","2",32,52,40,82000
"3180","13","3","3","3","5","91","M","2","L","L","L","L","L","L","L","L","71","7","19","2","3","716530","1","1","1","1","2","1","1","1","3","72","7","5",31,52,40,97100
"3181","10","3","4","3","5","93","F","2","L","L","L","L","L","L","L","L","71","7","16","1","1","716540","1","1","1","2","1","1","1","1","1","72","7","10",35,52,42,97600
"3182","10","3","4","5","5","91","M","1","L","L","L","L","L","L","L","L","11","1","16","5","5","116710","1","1","2","1","1","3","1","1","4","11","1","0",31,52,40,110000
"3183","03","1","3","6","2","91","F","1","L","L","L","L","L","L","L","L","43","4","18","8","3","438940","2","1","2","2","1","2","1","1","2","72","7","5",30,52,40,30000
"3184","10","3","6","3","5","91","M","1","L","L","L","L","L","L","L","L","57","5","22","2","4","577410","2","1","3","2","3","3","1","1","3","64","6","0",31,52,96,240000
"3185","10","3","5","4","5","85","M","1","L","L","L","L","L","L","L","L","63","6","15","4","4","637510","2","1","2","2","1","1","1","1","3","54","5","0",27,52,42,91000
"3186","11","3","6","6","5","85","F","2","L","L","L","L","L","L","L","L","22","2","L","2","4","226340","1","1","1","1","1","1","1","2","1","64","6","9",32,52,40,60000
"3187","10","3","6","1","5","85","F","1","L","L","L","L","L","L","L","L","22","2","22","2","2","226320","2","1","2","2","1","2","1","1","2","22","2","5",33,52,40,93000
"3188","02","1","2","3","5","85","F","2","L","L","L","L","L","L","L","L","72","7","20","2","2","727130","2","2","2","1","2","2","2","1","2","61","6","5",34,52,40,59670
"3189","15","2","1","3","5","98","M","2","Y","Y","Y","N","N","N","N","Y","73","7","27","7","7","739100","1","1","1","1","2","1","1","2","1","72","7","9",31,52,30,55000
"3190","01","1","6","2","5","98","F","2","L","L","L","L","L","L","L","L","72","7","15","7","5","727130","1","1","1","1","1","1","1","1","1","73","7","0",32,43,40,53000
"3191","10","3","4","7","5","87","M","2","L","L","L","L","L","L","L","L","11","1","15","5","4","116730","1","2","1","1","2","1","1","3","1","11","1","7",30,52,50,190000
"3192","17","2","3","5","7","87","F","2","L","L","L","L","L","L","L","L","57","5","15","4","4","577310","1","1","1","1","1","1","2","1","1","55","5","6",28,52,40,105000
"3193","13","3","4","6","3","98","F","1","L","L","L","L","L","L","L","L","71","7","15","5","5","716530","1","1","4","1","1","2","1","1","3","61","6","4",29,52,40,44000
"3194","01","1","2","3","5","98","F","2","L","L","L","L","L","L","L","L","62","6","15","7","7","627090","2","1","1","2","1","2","2","1","1","63","6","2",32,42,50,72000
"3195","17","2","1","1","3","98","F","2","L","L","L","L","L","L","L","L","41","4","16","3","3","419230","1","1","1","1","1","2","1","1","2","41","4","6",34,52,40,150000
"3196","01","1","3","2","3","98","F","2","L","L","L","L","L","L","L","L","72","7","17","2","5","727130","1","1","1","1","1","1","1","1","1","73","7","9",34,52,66,80000
"3197","17","2","5","4","5","98","M","2","L","L","L","L","L","L","L","L","51","5","M","2","2","517210","1","1","1","1","2","2","2","1","2","51","5","3",35,52,40,154000
"3198","16","2","1","3","3","97","F","2","L","L","L","L","L","L","L","L","75","7","21","8","2","757600","2","1","2","2","1","2","1","1","2","71","7","9",35,52,35,125000
"3199","10","3","3","3","4","85","F","1","L","L","L","L","L","L","L","L","12","1","16","4","4","128420","2","1","2","2","1","2","1","2","2","11","1","5",30,52,35,94000
"3200","11","3","6","7","5","85","F","2","L","L","L","L","L","L","L","L","73","7","17","3","5","739100","3","1","1","2","2","3","2","1","1","75","7","6",31,52,40,67000
"3201","10","3","6","1","4","85","M","2","L","L","L","L","L","L","L","L","43","4","18","5","5","438920","2","2","1","2","2","2","1","2","1","43","4","10",34,48,36,63000
"3202","10","3","1","1","5","85","F","2","L","L","L","L","L","L","L","L","57","5","15","4","4","577240","2","1","2","2","1","2","1","1","2","21","2","7",29,52,40,115000
"3203","11","3","1","6","5","85","M","2","Y","Y","Y","N","N","N","N","Y","61","6","15","5","5","617900","1","1","2","1","1","2","1","1","1","61","6","8",32,52,35,67060
"3204","10","3","4","7","1","85","M","2","L","L","L","L","L","L","L","L","11","1","15","7","5","116710","1","1","1","1","2","1","1","1","2","11","1","10",35,52,40,160000
"3205","10","3","4","1","4","91","M","1","L","L","L","L","L","L","L","L","12","1","15","4","4","128410","1","1","1","1","2","2","1","2","2","64","6","4",28,52,40,136500
"3206","10","3","1","3","4","91","M","1","L","L","L","L","L","L","L","L","23","2","18","1","2","236800","2","1","2","2","1","2","1","1","1","64","6","2",30,52,40,48000
"3207","10","3","3","1","5","93","F","2","L","L","L","L","L","L","L","L","71","7","15","7","4","716540","1","1","2","2","1","2","1","1","1","22","2","8",32,52,40,121000
"3208","13","3","3","1","5","85","M","1","L","L","L","L","L","L","L","L","54","5","15","5","3","547280","1","1","1","2","1","1","1","1","2","54","5","4",28,52,40,147000
"3209","10","3","4","7","1","85","F","2","L","L","L","L","L","L","L","L","11","1","L","8","8","116760","1","2","1","1","1","1","2","2","2","11","1","9",34,52,40,100000
"3210","10","3","5","3","5","97","M","3","L","L","L","L","L","L","L","L","63","6","15","5","4","637540","1","1","1","1","1","1","1","1","1","61","6","10",33,52,40,140000
"3211","10","3","4","3","5","85","M","1","L","L","L","L","L","L","L","L","11","1","15","5","5","116730","2","1","2","2","1","2","2","2","2","64","6","5",26,52,50,165000
"3212","01","1","1","4","5","87","M","2","N","Y","N","N","Y","N","N","Y","42","4","15","2","2","429280","1","1","2","2","2","2","1","1","4","45","4","6",29,52,50,90000
"3213","10","3","4","3","1","98","M","2","L","L","L","L","L","L","L","L","11","1","16","1","1","116730","1","1","2","1","2","2","1","1","2","62","6","10",33,52,40,120000
"3214","10","3","6","7","5","87","M","1","L","L","L","L","L","L","L","L","45","4","16","2","4","459240","2","1","2","2","1","2","2","2","2","64","6","4",30,52,40,50000
"3215","10","3","3","5","5","87","F","2","L","L","L","L","L","L","L","L","57","5","15","5","5","577240","2","1","1","1","1","1","2","2","2","56","5","6",31,52,50,115000
"3216","10","3","6","3","5","87","M","1","L","L","L","L","L","L","L","L","55","5","15","5","5","557330","2","1","2","1","1","1","1","2","2","55","5","0",29,52,35,105000
"3217","10","3","3","4","5","87","M","1","L","L","L","L","L","L","L","L","56","5","15","7","4","567350","1","1","2","1","2","2","1","2","1","56","5","1",34,52,50,102000
"3218","10","3","1","3","5","87","M","1","L","L","L","L","L","L","L","L","57","5","19","4","5","577310","1","1","1","2","2","2","1","1","2","56","5","4",35,52,40,112000
"3219","14","2","3","3","1","87","F","2","L","L","L","L","L","L","L","L","76","7","L","4","4","768300","2","1","2","2","1","2","1","1","1","78","7","4",30,52,39,68750
"3220","10","3","1","3","7","87","M","2","Y","N","N","N","N","N","N","Y","57","5","17","5","4","577410","1","1","2","2","1","2","2","2","3","56","5","9",31,52,50,137000
"3221","10","3","3","1","5","87","M","1","L","L","L","L","L","L","L","L","31","3","18","3","2","318730","1","1","1","1","2","2","1","1","1","64","6","5",31,52,40,50000
"3222","10","3","1","1","5","93","M","3","Y","Y","Y","N","Y","Y","N","Y","57","5","15","4","4","577390","1","1","1","1","1","1","1","1","1","33","3","5",27,52,40,154000
"3223","10","3","1","5","5","87","M","2","L","L","L","L","L","L","L","L","54","5","15","4","4","547270","3","1","1","2","1","1","1","2","1","57","5","9",32,52,40,130000
